method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,1415233.java,112,129,selected,883949.java,116,136
selected,2692299.java,83,101,selected,69726.java,83,101
selected,1590567.java,14,33,selected,549461.java,13,30
selected,1181945.java,138,180,default,64845.java,93,147
selected,2128342.java,226,239,selected,643802.java,181,192
selected,2353926.java,36,51,selected,102850.java,32,51
selected,2524197.java,119,132,selected,1707897.java,100,115
selected,150999.java,32,51,selected,2518074.java,36,61
selected,581985.java,419,437,selected,1633774.java,136,145
selected,760394.java,175,185,selected,760394.java,716,728
selected,1745478.java,268,281,selected,1813289.java,209,222
selected,2510290.java,105,127,selected,724665.java,264,277
selected,1633774.java,136,145,selected,780597.java,1663,1677
selected,1046624.java,182,231,selected,617518.java,991,1004
selected,480841.java,65,80,selected,2025864.java,238,259
selected,1590567.java,35,50,selected,1569687.java,32,47
selected,2012687.java,649,688,selected,2012687.java,742,787
selected,804491.java,28,67,selected,1543404.java,1142,1152
selected,2023646.java,753,795,selected,409751.java,246,277
selected,1029839.java,14,31,selected,1400704.java,15,32
selected,69726.java,140,151,selected,308502.java,199,212
selected,1181096.java,91,104,selected,1965175.java,126,141
selected,1059924.java,59,146,selected,1932738.java,124,138
selected,2327021.java,215,246,selected,2327021.java,255,299
selected,1686679.java,53,68,selected,2465429.java,470,481
selected,1723085.java,572,595,selected,1723085.java,543,570
selected,2406596.java,863,872,selected,724665.java,294,309
selected,1266969.java,84,109,selected,996340.java,56,77
selected,626987.java,243,266,selected,1748535.java,107,134
selected,2492070.java,199,224,selected,946507.java,105,130
selected,743040.java,122,138,selected,1873560.java,14,31
selected,1326582.java,185,221,selected,1326582.java,308,346
selected,386210.java,48,65,selected,2165036.java,275,291
selected,1633774.java,136,145,selected,209477.java,137,161
selected,1522886.java,187,199,selected,2517737.java,150,162
selected,2642341.java,219,234,selected,2165036.java,140,156
selected,1972982.java,172,186,selected,1396593.java,207,221
selected,1612648.java,13,30,selected,2512045.java,13,34
selected,47775.java,105,133,selected,1495351.java,168,176
selected,1366456.java,1065,1079,selected,1366456.java,1358,1372
selected,754675.java,231,284,selected,2288111.java,57,111
selected,119045.java,33,42,selected,119045.java,55,65
selected,644248.java,117,133,selected,1415233.java,162,176
selected,2121432.java,14,31,selected,287416.java,106,119
selected,1162679.java,24,63,selected,2143202.java,24,62
selected,308502.java,149,170,selected,598405.java,186,207
selected,1101490.java,988,1014,selected,1101490.java,507,523
selected,1841359.java,136,143,selected,1926814.java,152,162
selected,978188.java,965,1030,selected,978188.java,997,1012
selected,643802.java,82,100,selected,525120.java,50,69
selected,57710.java,54,72,selected,511164.java,61,79
selected,110394.java,320,704,selected,2464345.java,391,401
selected,1415233.java,140,151,selected,1745478.java,210,221
selected,1360343.java,423,440,selected,931640.java,203,216
selected,1712497.java,389,395,selected,1712497.java,381,387
selected,1972982.java,53,71,selected,525120.java,50,69
selected,2711455.java,191,237,selected,2711455.java,881,904
selected,653713.java,708,715,selected,647988.java,357,386
selected,249879.java,410,434,selected,2744649.java,176,182
selected,1867825.java,34,49,selected,1116180.java,35,48
selected,714890.java,93,109,selected,714890.java,62,82
selected,900639.java,11,61,default,49637.java,147,171
selected,391616.java,13,30,selected,955227.java,15,32
selected,743040.java,425,440,selected,2165036.java,18,33
selected,1649562.java,11,67,selected,323946.java,11,39
selected,433427.java,214,227,selected,1779973.java,197,210
selected,2645034.java,66,109,selected,120109.java,110,153
selected,598405.java,236,249,selected,1396593.java,183,194
selected,20699.java,410,431,selected,2411651.java,183,234
selected,1295903.java,236,249,selected,3127.java,203,216
selected,1623431.java,124,137,selected,1768233.java,91,106
selected,643802.java,82,100,selected,643802.java,51,69
default,116282.java,36,60,default,92154.java,54,78
selected,1939572.java,24,51,selected,357659.java,93,117
selected,1728841.java,100,118,selected,1728841.java,80,98
selected,1997854.java,98,113,selected,2126890.java,102,114
selected,2092906.java,38,51,selected,614155.java,38,56
selected,644248.java,83,103,selected,482941.java,82,100
selected,1779973.java,116,134,selected,2397223.java,61,79
selected,2212922.java,251,269,selected,1649562.java,69,92
selected,2485829.java,676,708,selected,2053752.java,321,334
selected,1523381.java,297,312,selected,743040.java,529,544
selected,1266160.java,160,185,selected,420753.java,862,892
selected,2411651.java,138,181,selected,2355280.java,20,46
selected,1181096.java,32,51,selected,305641.java,35,54
selected,1808862.java,63,99,selected,2673703.java,67,78
selected,1633774.java,136,145,selected,1791011.java,436,461
selected,2308114.java,219,232,selected,525120.java,185,198
selected,643802.java,244,257,selected,1727623.java,246,259
selected,650511.java,285,302,selected,650511.java,790,807
selected,2339765.java,183,216,selected,708708.java,107,116
selected,1360343.java,158,169,selected,511164.java,256,273
selected,2256163.java,209,230,selected,2256163.java,93,114
selected,2393188.java,221,238,selected,482941.java,244,257
selected,810202.java,35,50,selected,1896950.java,32,49
selected,714890.java,205,218,selected,1415233.java,140,151
selected,743040.java,580,595,selected,2642341.java,236,253
selected,298957.java,200,215,selected,298957.java,230,246
selected,1493262.java,82,98,selected,1415233.java,162,176
selected,278332.java,36,51,selected,1063382.java,31,46
selected,1997854.java,98,113,selected,2233480.java,95,110
selected,552536.java,33,56,selected,613232.java,36,61
selected,1395381.java,64,77,selected,1523381.java,203,218
selected,2673493.java,36,61,selected,745206.java,31,46
selected,1661446.java,100,115,selected,665559.java,95,110
selected,2397223.java,61,79,selected,1524772.java,118,136
selected,262787.java,85,111,selected,1567995.java,147,174
selected,743040.java,177,192,selected,743040.java,46,63
default,106460.java,219,243,default,9310.java,147,171
selected,1203839.java,32,54,selected,2256163.java,93,114
selected,765090.java,13,30,selected,1612648.java,13,30
selected,2309711.java,174,186,selected,644248.java,237,263
selected,1227275.java,74,84,selected,1414961.java,17,43
selected,2379226.java,181,192,selected,2585088.java,210,223
selected,1495351.java,120,131,selected,926985.java,48,65
selected,1867825.java,119,132,selected,1057347.java,101,116
selected,1727623.java,54,72,selected,57710.java,125,143
selected,2642517.java,46,1298,selected,1779362.java,11,59
selected,1259974.java,40,56,selected,2126890.java,102,114
selected,968577.java,150,168,selected,2393188.java,88,108
selected,955227.java,34,57,selected,680103.java,34,49
selected,1136214.java,305,347,selected,1878609.java,98,112
selected,2372136.java,15,38,selected,281911.java,13,30
selected,1869745.java,170,176,selected,1414961.java,17,43
selected,1366456.java,1087,1109,selected,712701.java,98,126
selected,2233480.java,17,34,selected,2392084.java,17,34
selected,1339643.java,158,187,selected,1339643.java,93,122
selected,2641701.java,92,105,selected,844937.java,95,108
selected,1003131.java,88,100,selected,2075318.java,20,31
selected,482941.java,113,133,selected,2379226.java,113,133
selected,1793068.java,173,189,selected,1793068.java,156,171
selected,739390.java,31,46,selected,2230700.java,31,48
selected,587244.java,433,450,selected,1633774.java,136,145
selected,2309711.java,174,186,selected,883949.java,184,195
selected,1411213.java,457,477,selected,1411213.java,412,426
selected,1396593.java,245,258,selected,1630973.java,209,222
selected,2571624.java,240,265,selected,3127.java,91,107
selected,1590562.java,126,141,selected,2126890.java,102,114
selected,1830981.java,906,984,selected,323946.java,11,39
selected,1793068.java,191,208,selected,1495351.java,23,34
selected,2333963.java,61,72,selected,2019686.java,1199,1231
selected,780597.java,1362,1378,selected,780597.java,1004,1020
selected,1580182.java,169,193,selected,480841.java,497,527
selected,2379226.java,181,192,selected,511164.java,256,273
selected,650511.java,748,767,selected,650511.java,769,788
selected,262787.java,120,152,selected,748465.java,122,167
selected,968577.java,150,168,selected,256960.java,59,77
selected,724665.java,294,309,selected,1290247.java,527,693
selected,1415233.java,140,151,selected,1813289.java,469,492
selected,743040.java,338,354,selected,743040.java,194,210
selected,482941.java,181,192,selected,968577.java,197,210
selected,628014.java,85,100,selected,1295903.java,87,102
selected,1661873.java,200,213,selected,931640.java,147,158
selected,1706092.java,227,254,selected,1633774.java,136,145
selected,54736.java,35,52,selected,1083858.java,32,57
selected,1596202.java,444,464,selected,1596202.java,159,177
selected,1312417.java,531,554,selected,1312417.java,751,758
selected,2308114.java,157,168,selected,931640.java,203,216
selected,994588.java,762,778,selected,994588.java,780,796
selected,1793068.java,173,189,selected,47775.java,387,412
selected,2585088.java,172,186,selected,1727623.java,208,222
selected,994443.java,383,391,selected,2012687.java,365,410
selected,166643.java,105,147,selected,166643.java,748,758
selected,1683963.java,282,324,selected,1683963.java,768,820
default,135319.java,18,44,default,58395.java,57,80
selected,1360343.java,126,145,selected,69726.java,112,129
selected,2571624.java,91,107,selected,525120.java,50,69
selected,2671129.java,271,290,selected,2671129.java,156,170
selected,1830981.java,1078,1099,selected,2314163.java,778,795
selected,968577.java,197,210,selected,433427.java,214,227
selected,714890.java,93,109,selected,62639.java,232,250
selected,482941.java,181,192,selected,1295903.java,236,249
selected,1997854.java,98,113,selected,517398.java,104,117
selected,2620397.java,181,192,selected,3127.java,360,413
selected,1831338.java,439,460,selected,1831338.java,19,43
selected,2397223.java,147,158,selected,2692299.java,182,193
selected,482884.java,40,57,selected,2058103.java,203,273
selected,1813289.java,125,142,selected,1745478.java,473,492
selected,511164.java,256,273,selected,643802.java,244,257
selected,743040.java,104,120,selected,743040.java,529,544
selected,1046963.java,200,213,selected,511164.java,219,232
selected,968577.java,92,110,selected,3127.java,118,136
selected,1014678.java,70,81,selected,617518.java,682,721
selected,2647279.java,158,174,selected,2647279.java,64,79
selected,1619323.java,13,30,selected,848166.java,17,35
selected,1661446.java,100,115,selected,1035652.java,99,114
selected,138171.java,97,131,selected,209477.java,97,131
selected,685176.java,112,132,selected,1972982.java,225,245
selected,83530.java,13,30,selected,150999.java,13,30
selected,1873560.java,90,107,selected,2165036.java,449,465
selected,2397223.java,251,264,selected,3127.java,203,216
selected,1213417.java,73,102,selected,2988.java,191,205
selected,1920632.java,63,77,selected,2240871.java,39,54
selected,1244579.java,106,127,selected,1179801.java,34,56
selected,565465.java,61,89,selected,1034325.java,61,93
