method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,1090867.java,742,752,selected,127068.java,1229,1240
selected,356074.java,376,384,selected,1053311.java,386,394
selected,1703609.java,183,188,selected,840057.java,76,81
selected,2025251.java,224,237,selected,2025251.java,239,254
selected,1738841.java,46,49,selected,539781.java,62,65
selected,923796.java,87,92,selected,234618.java,114,119
selected,2515536.java,104,137,selected,2515536.java,139,172
selected,356074.java,681,731,selected,347622.java,693,743
selected,705819.java,467,479,selected,705819.java,502,514
selected,1859364.java,511,523,selected,1859364.java,546,555
selected,2101282.java,205,208,selected,2101282.java,210,213
selected,1262287.java,1101,1112,selected,149123.java,1122,1133
selected,939512.java,301,314,selected,1544487.java,267,280
selected,1090867.java,542,551,selected,687849.java,1053,1062
selected,2016543.java,1188,1196,selected,1288877.java,1384,1395
selected,211182.java,670,677,selected,1090867.java,234,242
selected,1647490.java,795,804,selected,1802127.java,717,725
selected,2166933.java,218,228,selected,1648631.java,425,435
selected,2407311.java,1288,1295,selected,2407311.java,1339,1346
selected,781650.java,1116,1120,selected,781650.java,1216,1220
selected,974838.java,617,682,selected,593263.java,446,508
selected,2737483.java,35,50,selected,765090.java,32,51
selected,798975.java,171,178,selected,597225.java,71,76
selected,951517.java,408,443,selected,951517.java,1082,1114
selected,2426545.java,28,84,selected,2426545.java,100,156
selected,2635985.java,238,250,selected,2635985.java,282,295
selected,1440527.java,274,279,selected,1550799.java,308,313
selected,1907234.java,1468,1475,selected,1907234.java,1495,1502
selected,120276.java,23,32,selected,741287.java,176,185
selected,1905804.java,991,995,selected,1905804.java,1028,1032
selected,2574544.java,62,78,selected,1711240.java,47,63
selected,2242287.java,72,78,selected,923796.java,132,138
selected,1421733.java,662,667,selected,1781491.java,297,302
selected,1288504.java,143,168,selected,1098654.java,168,191
selected,1262287.java,1195,1229,selected,608664.java,1195,1229
selected,2331912.java,126,137,selected,2173941.java,128,139
selected,529462.java,164,172,selected,529462.java,174,182
selected,1966020.java,210,225,selected,2640664.java,114,129
