method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,139015.java,106,118,selected,1374181.java,578,597
selected,139015.java,91,101,selected,1132974.java,189,196
selected,2341936.java,238,300,selected,2311273.java,19,43
selected,1095060.java,65,71,selected,2616353.java,109,116
selected,2511096.java,37,44,selected,989781.java,49,60
selected,1543270.java,95,149,selected,130449.java,121,162
selected,1395038.java,948,975,selected,1227206.java,108,129
selected,514872.java,23,41,selected,2368407.java,323,338
selected,1726265.java,1015,1024,selected,211664.java,19,28
selected,1213804.java,559,567,selected,1780819.java,60,67
selected,302292.java,1307,1314,selected,1338650.java,38,52
selected,1726265.java,902,911,default,61447.java,850,858
selected,630924.java,183,221,selected,44235.java,290,305
selected,1095060.java,45,56,selected,708312.java,159,171
selected,1774243.java,351,383,selected,390219.java,147,168
selected,139015.java,168,177,default,26064.java,46,54
default,121854.java,271,287,default,73101.java,249,265
selected,2152530.java,400,408,selected,727899.java,722,731
selected,1157782.java,92,99,selected,1036187.java,142,147
selected,1395038.java,1510,1530,selected,160992.java,163,181
default,129483.java,127,149,selected,212733.java,174,182
default,133404.java,246,267,selected,1641334.java,37,47
selected,791163.java,33,61,selected,2186651.java,77,85
selected,1543270.java,100,144,selected,487897.java,92,128
selected,2213146.java,109,124,selected,2635381.java,27,51
selected,2516991.java,457,477,default,114161.java,44,73
selected,1438135.java,32,37,selected,2545484.java,55,62
selected,2152530.java,400,408,default,18786.java,407,416
selected,1095060.java,45,56,selected,2213635.java,171,184
selected,2028761.java,121,129,selected,2572274.java,33,37
selected,410013.java,125,132,selected,1981260.java,15,24
selected,1095060.java,45,56,selected,2708576.java,299,311
selected,2388467.java,140,153,selected,1553796.java,421,428
default,133404.java,203,215,selected,1591745.java,57,67
selected,1758008.java,75,82,selected,1025628.java,1301,1310
selected,1475.java,81,89,selected,372698.java,112,122
selected,38603.java,736,743,selected,1387033.java,238,245
selected,2136855.java,466,474,selected,2194070.java,542,557
selected,1395038.java,948,975,selected,1212700.java,260,287
selected,2416097.java,139,167,selected,84634.java,619,627
selected,1095060.java,65,71,selected,2510517.java,74,79
selected,2416097.java,67,77,selected,761115.java,473,482
default,121854.java,238,251,default,53763.java,232,245
selected,2017640.java,605,621,selected,1512883.java,25,37
selected,1591363.java,66,73,selected,1521430.java,184,190
selected,2017640.java,707,715,selected,789572.java,28,35
selected,1933266.java,130,141,selected,943749.java,125,136
selected,886760.java,954,963,selected,1528457.java,535,543
selected,1244935.java,150,177,selected,2068849.java,275,307
selected,2017640.java,980,999,selected,2058261.java,1096,1126
selected,1774243.java,82,105,default,3386.java,449,458
selected,1451878.java,233,242,selected,1197541.java,72,83
selected,1726265.java,924,933,selected,1795799.java,137,144
selected,801141.java,664,697,selected,745380.java,1169,1187
selected,2507226.java,23,33,selected,1108669.java,213,222
selected,949537.java,161,173,selected,1718026.java,255,265
selected,2511096.java,37,44,selected,2590294.java,39,46
selected,1756207.java,85,121,default,55028.java,75,91
selected,2416097.java,115,129,default,14787.java,116,131
selected,292986.java,150,159,selected,2687012.java,124,137
selected,38603.java,1117,1141,selected,711092.java,339,358
selected,1756207.java,14,33,selected,2126890.java,17,34
selected,801141.java,949,955,selected,328735.java,1136,1145
selected,631611.java,266,273,selected,2718084.java,469,476
selected,1475.java,81,89,default,105035.java,80,88
selected,1726265.java,392,408,selected,2059641.java,24,41
selected,2348634.java,114,119,selected,1070010.java,48,54
selected,667577.java,245,252,selected,1736497.java,68,77
selected,1713526.java,623,637,selected,1073060.java,51,59
selected,879658.java,158,170,selected,2127271.java,31,40
selected,2528038.java,28,35,selected,1010374.java,184,190
selected,302292.java,1307,1314,selected,1574342.java,45,52
default,94357.java,385,390,selected,2212150.java,390,398
selected,2516991.java,540,549,selected,2590633.java,334,349
selected,1095060.java,65,71,selected,58646.java,150,157
selected,38603.java,807,819,selected,134753.java,280,289
selected,773511.java,108,117,selected,425506.java,338,344
selected,631611.java,266,273,default,69580.java,298,305
selected,2687029.java,598,618,selected,1657830.java,19,25
selected,2017640.java,440,448,selected,2482020.java,385,392
selected,2017640.java,707,715,selected,603481.java,102,109
selected,1395038.java,1393,1411,selected,582442.java,98,108
selected,302292.java,986,992,selected,1308863.java,113,119
selected,1713526.java,623,637,selected,1989955.java,566,577
selected,1469008.java,309,325,selected,645352.java,786,795
selected,1095060.java,65,71,selected,2510517.java,109,114
selected,2591618.java,263,271,selected,2254967.java,269,279
selected,879658.java,255,271,selected,1516735.java,194,200
selected,2012359.java,54,63,selected,1443380.java,343,354
selected,2341936.java,238,300,selected,1886613.java,215,227
selected,2136855.java,466,474,selected,941065.java,159,167
selected,2528038.java,19,26,selected,2296858.java,1787,1796
selected,1933266.java,130,141,selected,1700789.java,112,123
default,85526.java,78,86,default,7601.java,78,86
selected,799776.java,388,417,selected,2410191.java,45,62
selected,801141.java,764,809,default,8528.java,849,874
default,94357.java,346,377,default,8509.java,346,377
selected,799776.java,337,370,default,109831.java,926,941
selected,2511096.java,37,44,selected,2334143.java,393,401
selected,2028761.java,121,129,selected,2367984.java,674,681
selected,631611.java,266,273,default,101572.java,15,21
selected,2341936.java,207,236,selected,2457439.java,518,543
selected,1752615.java,135,141,selected,2294721.java,139,149
selected,1758008.java,103,111,selected,441943.java,107,114
selected,2284484.java,133,144,selected,1581975.java,93,101
selected,773511.java,108,117,selected,187690.java,754,759
selected,1726265.java,1015,1024,selected,149408.java,330,339
selected,799776.java,419,448,selected,1928589.java,660,682
selected,886760.java,1024,1033,selected,2232349.java,359,365
selected,631611.java,266,273,selected,1025730.java,380,387
selected,2028761.java,73,98,selected,1077933.java,277,285
selected,1482765.java,39,50,selected,1306271.java,499,510
selected,1095060.java,73,84,selected,478090.java,71,85
selected,683238.java,43,91,selected,330585.java,149,167
selected,1527466.java,81,101,selected,1712281.java,1036,1051
default,61866.java,100,108,selected,1430892.java,607,612
selected,2213146.java,109,124,selected,602656.java,269,282
selected,2210356.java,16,30,selected,866198.java,455,464
selected,2511096.java,37,44,selected,1277626.java,58,65
selected,1157782.java,92,99,selected,2716531.java,198,206
selected,1395038.java,1510,1530,selected,1690621.java,171,184
selected,2012359.java,54,63,selected,2558480.java,235,242
selected,38603.java,750,764,selected,1924202.java,40,56
selected,2341936.java,238,300,default,35551.java,360,378
default,121854.java,139,193,default,37347.java,135,189
selected,2152530.java,427,457,selected,394511.java,45,63
selected,1451878.java,140,156,selected,2320712.java,412,423
selected,1395038.java,1370,1379,selected,922745.java,583,590
selected,1517402.java,342,366,selected,842090.java,283,297
selected,631611.java,266,273,selected,2637647.java,206,213
default,121854.java,253,269,default,102948.java,231,247
selected,1756207.java,66,83,selected,2518074.java,80,102
selected,1517402.java,342,366,selected,1619358.java,333,349
selected,879658.java,109,126,selected,208504.java,449,457
selected,791163.java,86,93,selected,818529.java,211,218
selected,1395038.java,1532,1552,selected,755092.java,315,327
selected,2048509.java,33,46,selected,1604850.java,125,144
selected,2476440.java,119,127,selected,1449552.java,444,457
selected,2528038.java,19,26,selected,657952.java,161,172
selected,1713526.java,623,637,selected,334422.java,237,242
selected,683608.java,117,136,selected,388958.java,311,324
selected,1095060.java,65,71,selected,1440931.java,29,38
selected,1933266.java,147,181,selected,2176046.java,192,224
selected,631611.java,50,57,default,8204.java,1148,1154
selected,2136855.java,355,377,selected,1062060.java,749,760
selected,2528038.java,28,35,selected,2163430.java,104,117
selected,879658.java,255,271,selected,599563.java,178,192
selected,1774243.java,319,349,selected,1003673.java,101,127
selected,2028761.java,121,129,selected,583268.java,130,138
selected,2152530.java,240,247,selected,1885702.java,87,98
selected,1395038.java,886,914,selected,2733833.java,15,21
selected,1451878.java,184,205,selected,2460092.java,20,37
selected,2511096.java,37,44,selected,1350239.java,21,26
selected,2591618.java,263,271,selected,529431.java,1092,1107
default,85526.java,63,72,default,131087.java,63,72
