method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
default,67537.java,295,307,default,19383.java,295,307
default,535.java,385,390,default,2058.java,385,390
default,93943.java,789,801,default,93943.java,775,787
default,109486.java,142,161,default,8418.java,142,161
default,19573.java,648,665,default,6937.java,522,544
default,135495.java,687,703,default,129715.java,689,705
default,86702.java,834,849,default,32033.java,430,443
default,2909.java,339,373,default,32260.java,339,373
default,114239.java,1460,1476,default,39035.java,1400,1417
default,56674.java,48,62,default,95809.java,48,62
default,50355.java,72,79,default,45925.java,72,79
default,8548.java,459,468,default,108171.java,461,470
default,67537.java,215,226,default,26124.java,215,226
default,14153.java,470,485,default,25073.java,496,509
default,17076.java,73,82,default,117763.java,54,62
default,92257.java,911,922,default,32033.java,772,785
default,20354.java,63,67,default,132544.java,63,67
default,31794.java,517,532,default,64797.java,455,470
default,39035.java,1097,1112,default,124923.java,1097,1112
default,5657.java,492,504,default,39035.java,132,146
default,93943.java,276,288,default,119807.java,939,952
default,39035.java,1400,1417,default,124923.java,1097,1112
default,80510.java,1221,1230,default,119807.java,1704,1713
default,98981.java,493,507,default,70505.java,495,509
default,28025.java,175,191,default,105015.java,175,191
default,15259.java,102,110,default,8578.java,102,110
default,5657.java,453,470,default,124923.java,115,130
default,28532.java,1346,1360,default,5657.java,877,891
default,5657.java,1400,1417,default,119807.java,1531,1546
default,14709.java,275,284,default,70505.java,280,289
default,99553.java,87,103,default,90320.java,87,103
default,45549.java,474,483,default,103146.java,474,483
default,114239.java,167,184,default,39035.java,1683,1702
default,92220.java,459,472,default,25053.java,440,452
default,68839.java,200,214,default,4537.java,215,226
default,39035.java,939,952,default,119807.java,219,231
default,24621.java,592,602,default,92220.java,592,602
default,45549.java,619,627,default,94821.java,614,622
default,93943.java,233,245,default,119807.java,954,967
default,41408.java,194,203,default,101144.java,194,203
default,767.java,297,306,default,59421.java,297,306
default,107017.java,336,343,default,12038.java,336,343
default,86702.java,772,785,default,92257.java,758,770
default,5657.java,1137,1153,default,39035.java,1531,1546
default,123277.java,218,228,default,76845.java,126,130
default,93943.java,909,922,default,5657.java,954,967
default,5657.java,1362,1369,default,124923.java,1362,1369
default,130669.java,40,44,default,76164.java,21,25
default,93943.java,98,113,default,28532.java,472,490
default,127822.java,113,125,default,17673.java,113,125
default,3710.java,66,81,default,10985.java,66,81
default,92257.java,851,866,default,92257.java,493,507
default,114239.java,205,217,default,80510.java,355,366
default,39035.java,655,667,default,119807.java,803,816
default,73789.java,105,116,default,111522.java,105,116
default,39035.java,1137,1153,default,124923.java,1478,1493
default,39035.java,1097,1112,default,119807.java,1511,1529
default,111141.java,55,69,default,66132.java,55,69
default,114239.java,355,366,default,39035.java,939,952
default,93943.java,1040,1055,default,5657.java,1082,1095
default,119807.java,1567,1580,default,119807.java,1548,1565
default,80510.java,924,937,default,39035.java,924,937
default,104962.java,77,94,default,122781.java,77,94
default,28532.java,1097,1112,default,80510.java,1155,1170
default,93943.java,132,146,default,5657.java,789,801
default,28532.java,1495,1509,default,80510.java,1439,1458
default,114239.java,1097,1112,default,80510.java,1495,1509
default,28532.java,991,1003,default,119807.java,1567,1580
default,5657.java,132,146,default,119807.java,407,422
default,41976.java,113,124,default,101144.java,113,124
default,25052.java,110,119,default,31794.java,186,195
default,27366.java,6,11,default,35785.java,6,11
default,28532.java,186,203,default,80510.java,472,490
default,115646.java,73,82,default,27366.java,73,82
default,81417.java,253,269,default,81417.java,234,251
default,53491.java,307,321,default,85902.java,307,321
default,93943.java,545,557,default,119807.java,655,667
default,93943.java,355,366,default,80510.java,381,392
default,17076.java,99,111,default,10254.java,99,111
default,114239.java,924,937,default,124923.java,545,557
default,107017.java,157,166,default,121041.java,157,166
default,39035.java,98,113,default,124923.java,186,203
default,39035.java,803,816,default,119807.java,775,787
default,114239.java,761,773,default,119807.java,132,146
default,86702.java,851,866,default,92257.java,705,721
default,28532.java,1276,1286,default,119807.java,1256,1267
default,93943.java,132,146,default,5657.java,394,405
default,12038.java,105,116,default,121041.java,105,116
default,33310.java,571,585,default,535.java,573,587
default,114239.java,909,922,default,39035.java,205,217
default,15343.java,199,206,default,49414.java,56,63
default,39035.java,381,392,default,119807.java,320,331
default,103538.java,573,587,default,79079.java,573,587
default,98271.java,186,195,default,110581.java,186,195
default,73087.java,284,295,default,15089.java,568,578
default,39035.java,954,967,default,124923.java,761,773
default,114239.java,148,165,default,124923.java,528,543
default,128156.java,496,500,default,28899.java,503,507
default,43954.java,72,79,default,35336.java,60,67
default,80510.java,775,787,default,80510.java,263,274
default,128157.java,84,91,default,113166.java,84,91
default,75105.java,95,108,default,102852.java,95,108
default,128528.java,182,189,default,14153.java,169,176
default,90330.java,367,378,default,92220.java,509,520
default,28532.java,939,952,default,124923.java,909,922
default,5657.java,1005,1019,default,39035.java,1097,1112
default,93943.java,320,331,default,28532.java,424,436
default,119807.java,761,773,default,119807.java,263,274
default,26124.java,571,585,default,102948.java,573,587
default,86702.java,1047,1060,default,86702.java,911,922
default,9986.java,334,341,default,42530.java,334,341
default,116906.java,308,322,default,129715.java,308,322
default,7033.java,332,357,default,80658.java,332,357
default,111807.java,158,168,default,130166.java,158,168
default,57055.java,126,138,default,76337.java,126,138
default,80510.java,219,231,default,124923.java,355,366
default,80510.java,205,217,default,39035.java,263,274
default,28532.java,148,165,default,119807.java,472,490
default,28532.java,761,773,default,5657.java,924,937
default,119807.java,1548,1565,default,119807.java,1040,1055
default,72323.java,667,685,default,135495.java,570,590
default,93943.java,453,470,default,28532.java,167,184
default,114239.java,233,245,default,39035.java,424,436
default,89968.java,216,229,default,2058.java,216,229
default,28532.java,85,91,default,80510.java,85,91
default,14153.java,91,98,default,89284.java,104,111
default,39035.java,247,261,default,124923.java,909,922
default,28316.java,570,578,default,62957.java,531,539
default,28532.java,655,667,default,5657.java,247,261
default,80510.java,115,130,default,119807.java,98,113
default,5657.java,559,571,default,124923.java,368,379
default,28532.java,1330,1344,default,5657.java,1346,1360
default,129715.java,335,349,default,70505.java,335,349
default,535.java,379,383,default,102948.java,379,383
default,112321.java,383,393,default,47613.java,215,224
default,19573.java,394,404,default,6937.java,394,404
default,16697.java,132,140,default,61819.java,132,140
default,15343.java,367,379,default,6937.java,367,379
default,60426.java,400,407,default,41859.java,400,407
default,80510.java,909,922,default,5657.java,655,667
default,39035.java,559,571,default,124923.java,545,557
default,1316.java,11,28,default,84877.java,11,28
default,28532.java,219,231,default,80510.java,263,274
default,114239.java,589,601,default,93943.java,219,231
default,11961.java,183,197,default,38807.java,184,198
default,73188.java,158,168,default,45925.java,176,190
default,35737.java,433,451,default,127646.java,421,439
default,93943.java,219,231,default,5657.java,368,379
default,40921.java,93,100,default,121041.java,96,103
default,53567.java,64,71,default,40097.java,54,62
default,32033.java,924,938,default,32033.java,787,801
default,93943.java,954,967,default,5657.java,247,261
default,48293.java,411,429,default,27450.java,411,429
default,79176.java,226,237,default,57162.java,226,237
default,36739.java,128,153,default,70932.java,128,153
default,137438.java,73,95,default,82554.java,73,95
default,57162.java,188,207,default,73472.java,188,207
default,119807.java,1232,1246,default,124923.java,1232,1246
default,109585.java,238,251,default,60222.java,198,210
default,92220.java,629,646,default,118344.java,546,568
default,32654.java,459,472,default,33872.java,459,472
default,28532.java,1040,1055,default,5657.java,1400,1417
default,114239.java,115,130,default,5657.java,407,422
default,109748.java,242,250,default,109748.java,201,209
default,39035.java,132,146,default,119807.java,368,379
default,86702.java,745,756,default,32033.java,1062,1073
default,118344.java,667,685,default,25053.java,629,646
default,124603.java,126,134,default,10985.java,155,163
default,86702.java,745,756,default,32033.java,679,690
default,105947.java,142,148,default,84782.java,142,148
default,119236.java,71,84,default,10998.java,116,130
default,63072.java,762,772,default,10101.java,883,893
default,28532.java,1330,1344,default,80510.java,877,891
default,18838.java,139,143,default,93205.java,139,143
default,7033.java,1755,1760,default,7033.java,1740,1753
default,106521.java,649,667,default,67047.java,911,929
default,6289.java,83,91,default,100072.java,46,54
default,92220.java,260,270,default,129715.java,260,270
default,5657.java,589,601,default,39035.java,589,601
default,114239.java,655,667,default,119807.java,954,967
default,114239.java,991,1003,default,28532.java,1155,1170
default,28532.java,1567,1580,default,124923.java,1155,1170
default,40759.java,325,337,default,129984.java,325,337
default,49646.java,377,391,default,7033.java,377,391
default,80510.java,1548,1565,default,39035.java,1460,1476
default,39035.java,589,601,default,39035.java,205,217
default,75612.java,175,180,default,78023.java,175,180
default,39035.java,98,113,default,124923.java,148,165
default,119807.java,247,261,default,119807.java,132,146
default,5657.java,1511,1529,default,39035.java,1400,1417
default,15343.java,358,365,default,92220.java,358,365
default,92257.java,745,756,default,32033.java,666,677
default,114239.java,655,667,default,5657.java,219,231
default,35785.java,64,71,default,75612.java,73,82
default,116906.java,280,289,default,15343.java,280,289
default,28532.java,247,261,default,80510.java,939,952
default,109369.java,381,392,default,135495.java,381,392
default,133579.java,63,72,default,46285.java,63,72
default,96443.java,181,186,default,114414.java,181,186
default,29666.java,243,262,default,129671.java,243,262
default,5657.java,789,801,default,5657.java,559,571
default,44208.java,648,665,default,44208.java,546,568
default,15508.java,907,922,default,62165.java,907,922
default,28532.java,775,787,default,5657.java,394,405
default,118405.java,667,685,default,63015.java,548,570
default,93943.java,1400,1417,default,119807.java,1005,1019
default,16429.java,463,472,default,80596.java,445,454
default,77555.java,855,867,default,37645.java,855,867
default,108171.java,102,113,default,53491.java,73,84
default,37587.java,56,63,default,132686.java,56,63
default,79933.java,423,428,default,79933.java,381,386
default,50381.java,399,403,default,9693.java,381,385
default,94308.java,245,261,default,62286.java,245,261
default,28532.java,655,667,default,119807.java,368,379
default,40097.java,64,71,default,78023.java,64,71
default,75671.java,45,54,default,63018.java,45,54
default,92257.java,868,883,default,32033.java,803,816
default,39035.java,381,392,default,119807.java,233,245
default,15343.java,667,685,default,45549.java,667,685
default,16697.java,126,130,default,111522.java,126,130
default,24621.java,648,665,default,6937.java,667,685
default,114239.java,1137,1153,default,124923.java,1548,1565
default,134632.java,174,181,default,83354.java,174,181
default,114239.java,545,557,default,80510.java,424,436
default,16429.java,452,461,default,80596.java,445,454
default,28532.java,355,366,default,124923.java,559,571
default,28532.java,424,436,default,119807.java,355,366
default,119019.java,11,28,default,28323.java,11,28
default,40759.java,656,681,default,82554.java,683,708
default,114239.java,1400,1417,default,119807.java,1495,1509
default,14709.java,255,265,default,4439.java,297,306
default,65413.java,707,715,default,43887.java,512,516
default,4072.java,803,815,default,5170.java,810,822
default,114239.java,381,392,default,28532.java,1735,1745
default,93943.java,775,787,default,5657.java,320,331
default,24621.java,570,590,default,103146.java,570,590
default,40097.java,93,97,default,10254.java,93,97
default,80510.java,1531,1546,default,119807.java,1097,1112
default,28532.java,320,331,default,119807.java,655,667
default,31615.java,54,62,default,71288.java,42,50
default,24621.java,629,646,default,44208.java,570,590
default,80510.java,1097,1112,default,124923.java,991,1003
default,39035.java,1082,1095,default,119807.java,1097,1112
default,13574.java,385,397,default,92262.java,384,396
default,93943.java,492,504,default,28532.java,219,231
default,114239.java,1735,1745,default,124923.java,368,379
default,118595.java,573,587,default,102948.java,573,587
default,114239.java,1567,1580,default,28532.java,1460,1476
default,33872.java,570,590,default,65413.java,650,667
default,80510.java,924,937,default,124923.java,775,787
default,114239.java,453,470,default,5657.java,148,165
default,118344.java,243,252,default,94821.java,240,247
default,33310.java,571,585,default,60222.java,537,551
default,28899.java,295,307,default,60222.java,274,285
default,11981.java,606,613,default,46669.java,571,577
default,126625.java,50,61,default,44667.java,50,61
default,100919.java,159,173,default,101144.java,159,173
default,80510.java,355,366,default,124923.java,233,245
default,114239.java,132,146,default,28532.java,355,366
default,28532.java,320,331,default,119807.java,263,274
default,93943.java,1400,1417,default,39035.java,1021,1038
default,114239.java,924,937,default,28532.java,233,245
default,55062.java,168,172,default,12038.java,168,172
default,28918.java,118,124,default,111522.java,118,124
default,49267.java,937,958,default,101935.java,917,938
