method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,2140356.java,49,146,selected,2084125.java,49,151
selected,314988.java,55,117,selected,25415.java,42,103
default,33257.java,262,317,default,12608.java,262,317
default,89284.java,196,256,default,40921.java,204,270
default,77349.java,1151,1225,selected,1467992.java,1181,1255
default,55600.java,1094,1223,default,80658.java,1094,1223
default,105502.java,9,97,default,116121.java,16,104
selected,2722391.java,255,347,selected,2111982.java,169,264
default,60868.java,141,313,default,46669.java,201,389
default,25052.java,129,211,default,50898.java,129,211
default,60778.java,98,196,default,89288.java,101,211
selected,1901682.java,89,185,selected,1901682.java,89,185
selected,1146410.java,806,911,selected,1791838.java,912,1017
selected,1051194.java,340,445,default,64410.java,301,406
default,108730.java,148,234,selected,2378744.java,150,236
default,11981.java,315,466,default,11981.java,315,466
default,48824.java,669,781,default,48824.java,669,781
default,47767.java,27,99,default,103951.java,27,99
default,94873.java,1233,1298,default,94873.java,1233,1298
default,18786.java,1087,1164,default,81748.java,1109,1188
default,1552.java,53,203,selected,193877.java,55,205
default,11981.java,1181,1261,default,11981.java,1181,1261
default,54915.java,21,71,default,101001.java,20,75
default,28101.java,19,135,default,119198.java,19,135
selected,1614438.java,274,383,selected,1614438.java,274,383
selected,317268.java,424,476,selected,301288.java,337,397
selected,447315.java,36,109,selected,1555638.java,36,113
selected,1282827.java,388,444,selected,1033020.java,320,376
selected,1496807.java,445,507,selected,1560483.java,363,425
selected,1064908.java,97,149,selected,498662.java,98,152
default,5385.java,41,226,default,19075.java,41,227
default,63057.java,142,195,default,109003.java,135,189
default,60868.java,850,928,selected,1264956.java,971,1049
selected,1095439.java,138,200,selected,264272.java,363,425
selected,342350.java,138,223,selected,1160667.java,131,216
default,16051.java,129,211,default,41669.java,182,270
default,21745.java,40,130,default,77349.java,381,478
default,114236.java,258,370,default,44688.java,704,816
default,65821.java,726,797,default,45488.java,726,797
selected,2252964.java,664,730,selected,2252964.java,595,662
default,8528.java,369,463,default,32260.java,383,482
