method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
default,99399.java,522,540,default,94357.java,506,524
default,105035.java,80,88,selected,1475.java,81,89
default,8509.java,346,377,default,94357.java,346,377
default,102948.java,231,247,default,121854.java,253,269
default,137408.java,126,133,default,94357.java,126,133
default,53763.java,232,245,default,121854.java,238,251
default,86184.java,293,304,default,94357.java,293,304
default,94357.java,135,182,default,552.java,142,195
default,121854.java,271,287,default,73101.java,249,265
default,33571.java,400,435,default,94357.java,406,441
default,121854.java,508,514,default,116202.java,488,494
default,95529.java,118,124,default,28918.java,118,124
default,97613.java,385,390,default,94357.java,385,390
selected,302292.java,1002,1015,selected,713097.java,896,909
default,131087.java,63,72,default,85526.java,63,72
default,37347.java,135,189,default,121854.java,139,193
default,7601.java,78,86,default,85526.java,78,86
