method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,968577.java,150,168,selected,2393188.java,88,108
selected,2392084.java,17,34,selected,2233480.java,17,34
selected,1339643.java,93,122,selected,1339643.java,158,187
selected,2379226.java,113,133,selected,482941.java,113,133
selected,1630973.java,209,222,selected,1396593.java,245,258
selected,650511.java,748,767,selected,650511.java,769,788
selected,1295903.java,87,102,selected,628014.java,85,100
selected,994588.java,762,778,selected,994588.java,780,796
selected,2585088.java,172,186,selected,1727623.java,208,222
default,58395.java,57,80,default,135319.java,18,44
selected,69726.java,112,129,selected,1360343.java,126,145
selected,433427.java,214,227,selected,968577.java,197,210
selected,1831338.java,439,460,selected,1831338.java,19,43
selected,643802.java,244,257,selected,511164.java,256,273
selected,1046963.java,200,213,selected,511164.java,219,232
selected,3127.java,118,136,selected,968577.java,92,110
selected,1035652.java,99,114,selected,1661446.java,100,115
selected,138171.java,97,131,selected,209477.java,97,131
selected,1972982.java,225,245,selected,685176.java,112,132
selected,83530.java,13,30,selected,150999.java,13,30
selected,2502745.java,130,152,selected,2502745.java,252,278
selected,1395038.java,316,346,selected,1395038.java,279,314
selected,120109.java,110,153,selected,1761885.java,110,153
selected,1706092.java,295,319,selected,955867.java,477,502
selected,308502.java,118,136,selected,1661873.java,119,137
selected,2524197.java,13,32,selected,1867825.java,13,32
selected,765090.java,32,51,selected,1592236.java,32,51
selected,308502.java,199,212,selected,482941.java,244,257
selected,946507.java,132,156,selected,1624820.java,169,193
selected,1057347.java,36,59,selected,2512045.java,36,61
selected,1873560.java,90,107,selected,1873560.java,109,126
selected,2671129.java,709,721,selected,2413297.java,714,726
selected,2212922.java,295,317,selected,1706092.java,128,150
selected,644248.java,168,189,selected,1295903.java,186,207
default,92154.java,54,78,default,116282.java,36,60
selected,665559.java,95,110,selected,1061314.java,91,106
selected,931640.java,91,107,selected,57710.java,54,72
selected,57710.java,224,235,selected,2620397.java,181,192
selected,1619323.java,84,97,selected,1590567.java,123,136
selected,1630973.java,209,222,selected,1360343.java,423,440
selected,2671129.java,525,545,selected,2413297.java,530,550
selected,2584539.java,119,137,selected,2309711.java,106,126
selected,1630973.java,59,77,selected,1396593.java,53,71
selected,1046963.java,58,76,selected,1779973.java,50,70
selected,273212.java,197,210,selected,511164.java,256,273
selected,155563.java,143,166,selected,155563.java,91,116
selected,2005952.java,31,46,selected,1469494.java,31,46
selected,308502.java,118,136,selected,511164.java,92,112
selected,1284359.java,99,114,selected,2638560.java,100,115
selected,69726.java,54,72,selected,1293876.java,86,106
selected,1057347.java,36,59,selected,2104963.java,36,59
selected,1727623.java,54,72,selected,580019.java,85,103
selected,1740427.java,74,97,selected,155563.java,91,116
selected,2128342.java,226,239,selected,598405.java,236,249
selected,2397223.java,251,264,selected,3127.java,203,216
selected,1781609.java,116,146,selected,2102760.java,160,193
selected,776211.java,1329,1360,selected,2711455.java,1218,1249
default,64702.java,87,141,default,135319.java,87,141
default,64702.java,18,44,default,88233.java,18,44
selected,1997854.java,98,113,selected,2638560.java,100,115
selected,1590562.java,13,34,selected,1259974.java,15,38
selected,258989.java,32,49,selected,633393.java,31,48
selected,1360561.java,171,199,selected,1038530.java,167,195
selected,2393188.java,119,139,selected,482941.java,113,133
selected,2620397.java,244,257,selected,2309711.java,303,320
selected,2355280.java,141,166,selected,372783.java,222,247
default,58395.java,57,80,default,50301.java,57,80
