method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,1199352.java,35,50,selected,2260758.java,36,51
selected,1990163.java,13,25,selected,630282.java,12,24
selected,375037.java,996,1052,selected,110490.java,984,1040
selected,1356669.java,489,491,selected,324456.java,498,500
selected,172418.java,1409,1420,selected,347622.java,1409,1420
selected,687849.java,648,658,selected,687849.java,680,690
selected,764675.java,230,245,selected,787909.java,311,326
selected,339942.java,62,112,selected,862161.java,58,116
selected,829580.java,15,25,selected,1864887.java,15,25
selected,2286281.java,311,320,selected,2286281.java,454,463
selected,2626904.java,1128,1141,selected,1607771.java,1128,1141
selected,2444104.java,264,290,selected,2495584.java,264,290
selected,1383238.java,81,94,selected,1383238.java,113,126
selected,2159295.java,212,270,selected,2159295.java,153,210
selected,2703999.java,304,311,selected,2703999.java,313,320
selected,1372864.java,215,223,selected,687849.java,266,274
selected,1570324.java,110,122,selected,1570324.java,124,136
selected,1090867.java,761,769,selected,687849.java,697,705
selected,1760314.java,122,132,selected,2219826.java,60,70
selected,687849.java,744,754,selected,1527985.java,657,667
selected,211182.java,625,635,selected,1372864.java,588,598
selected,88478.java,164,182,selected,88478.java,516,534
selected,391691.java,103,109,selected,342041.java,124,130
selected,356074.java,1122,1128,selected,1589259.java,1143,1149
selected,1090867.java,264,272,selected,211182.java,202,210
selected,781650.java,1125,1129,selected,781650.java,1143,1147
selected,1090867.java,264,272,selected,1372864.java,202,210
selected,1326582.java,226,262,selected,1326582.java,267,303
selected,2023646.java,904,946,selected,2023646.java,688,732
selected,356074.java,1145,1178,selected,1746689.java,1166,1199
selected,696656.java,283,303,selected,696656.java,308,328
selected,1667657.java,258,264,selected,1135375.java,377,383
selected,373349.java,303,323,selected,373349.java,348,369
selected,517589.java,32,41,selected,42258.java,71,80
selected,179147.java,265,283,selected,179147.java,448,466
selected,2286281.java,266,275,selected,2286281.java,454,463
selected,952606.java,748,767,selected,497716.java,602,621
selected,704843.java,200,211,selected,704843.java,213,224
selected,672082.java,546,699,selected,672082.java,774,927
selected,2231665.java,140,145,selected,2231665.java,158,163
selected,777548.java,52,64,selected,2182698.java,55,67
selected,211182.java,551,559,selected,1527985.java,676,684
selected,278991.java,669,684,selected,1585454.java,668,683
selected,1664613.java,790,801,selected,608664.java,790,801
selected,1440527.java,450,453,selected,1242991.java,475,478
selected,2626904.java,628,670,selected,974838.java,852,897
selected,1090867.java,525,535,selected,687849.java,488,498
selected,2077739.java,747,755,selected,77754.java,849,857
selected,2587776.java,261,276,selected,1161059.java,508,523
selected,2286281.java,322,331,selected,2286281.java,498,507
selected,278991.java,560,577,selected,1585454.java,559,576
selected,2273325.java,223,255,selected,1065912.java,222,254
selected,1262287.java,1195,1229,selected,149123.java,1237,1271
selected,649550.java,1538,1545,selected,649550.java,1577,1584
selected,1496807.java,1198,1206,selected,375037.java,1206,1214
selected,1688955.java,607,611,selected,2429130.java,687,691
selected,952606.java,778,797,selected,497716.java,572,591
selected,1065912.java,99,121,selected,764675.java,81,103
selected,343671.java,258,263,selected,1892595.java,279,284
selected,1090867.java,742,752,selected,687849.java,680,690
selected,2351060.java,683,693,selected,27954.java,683,693
selected,448380.java,669,677,selected,1527985.java,712,720
selected,1589259.java,1122,1133,selected,1053311.java,1122,1133
selected,1087894.java,327,341,selected,1163823.java,335,350
selected,2620843.java,44,88,selected,1452801.java,45,90
selected,608664.java,1295,1330,selected,149123.java,1337,1372
selected,522719.java,545,564,selected,522719.java,575,594
selected,1288504.java,325,338,selected,1098654.java,352,365
selected,957193.java,635,709,selected,957193.java,714,788
selected,2286281.java,366,375,selected,2286281.java,421,430
selected,448380.java,473,483,selected,1527985.java,536,546
selected,2050386.java,36,41,selected,2050386.java,43,48
selected,794965.java,105,118,selected,2132545.java,105,118
selected,1309422.java,165,191,selected,1309422.java,295,321
selected,1667657.java,258,264,selected,135754.java,181,187
selected,211182.java,521,529,selected,1527985.java,784,792
selected,1163823.java,401,409,selected,172418.java,401,409
selected,1051194.java,563,609,selected,1937258.java,526,572
selected,1643376.java,340,348,selected,2242014.java,299,307
selected,2014371.java,483,517,selected,2014371.java,562,606
selected,1090867.java,1023,1032,selected,1527985.java,952,961
selected,2298996.java,89,111,selected,2298996.java,55,78
selected,2104963.java,36,59,selected,1083858.java,32,57
selected,1239513.java,22,29,selected,1755560.java,120,127
selected,1372864.java,604,612,selected,687849.java,761,769
selected,1664613.java,557,584,selected,1087894.java,557,584
selected,653668.java,167,174,selected,420047.java,148,155
selected,1536124.java,299,314,selected,151188.java,389,404
selected,1372864.java,300,313,selected,687849.java,371,384
selected,829580.java,39,52,selected,1811867.java,41,54
selected,1525190.java,110,116,selected,729859.java,110,116
selected,1510393.java,317,323,selected,826032.java,1601,1607
selected,1163823.java,929,939,selected,1589259.java,929,939
selected,2343555.java,91,98,selected,2343555.java,100,107
selected,151188.java,594,610,selected,1536124.java,496,513
selected,2562481.java,326,335,selected,2562481.java,339,348
selected,2429582.java,394,476,selected,1301954.java,355,438
selected,245579.java,235,241,selected,1440527.java,256,262
selected,1888675.java,12,17,selected,1888675.java,23,28
selected,1090867.java,202,211,selected,1372864.java,162,171
selected,1802351.java,1208,1217,selected,974838.java,1455,1464
selected,1378373.java,177,181,selected,247261.java,177,181
selected,1090867.java,1003,1012,selected,2727594.java,694,703
selected,1937258.java,303,408,selected,996067.java,298,403
selected,1372864.java,544,552,selected,1372864.java,574,582
selected,1802351.java,838,864,selected,1802351.java,874,900
selected,1090867.java,403,416,selected,211182.java,322,335
selected,1544487.java,93,98,selected,2616353.java,83,88
selected,2626073.java,121,129,selected,1126422.java,175,183
selected,1536124.java,496,513,selected,1536124.java,515,532
selected,1161059.java,457,472,selected,1536124.java,316,333
selected,211182.java,162,171,selected,1527985.java,212,221
selected,1256552.java,336,371,selected,2242014.java,321,356
selected,172418.java,369,379,selected,1087894.java,359,369
selected,2616353.java,19,67,selected,2635985.java,19,77
selected,211182.java,595,605,selected,1372864.java,588,598
selected,461177.java,9,20,selected,916462.java,10,21
selected,1083174.java,386,394,selected,1087894.java,376,384
selected,151188.java,143,173,selected,922810.java,379,411
selected,1736134.java,179,217,selected,2631232.java,181,222
selected,1163823.java,568,596,selected,1589259.java,568,596
selected,392189.java,55,67,selected,2358105.java,55,67
selected,179147.java,246,263,selected,179147.java,187,205
selected,777435.java,272,295,selected,777435.java,412,437
selected,1872327.java,181,192,selected,1623562.java,181,192
selected,632593.java,340,347,selected,632593.java,349,356
selected,492996.java,313,323,selected,492996.java,325,335
selected,675294.java,97,116,selected,675294.java,146,170
selected,448380.java,574,584,selected,211182.java,462,472
selected,88478.java,706,708,selected,88478.java,1151,1153
selected,127068.java,1438,1450,selected,127068.java,1652,1664
selected,356074.java,1244,1280,selected,1053311.java,1286,1322
selected,1090867.java,584,594,selected,1372864.java,455,465
selected,530789.java,547,569,selected,1499017.java,549,574
selected,1090867.java,689,697,selected,1090867.java,797,805
selected,1755560.java,107,118,selected,542382.java,164,175
selected,2351060.java,363,384,selected,2351060.java,432,452
selected,1664613.java,878,884,selected,1746689.java,899,905
