method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,1838762.java,83,90,selected,182179.java,9,13
selected,2530570.java,86,95,selected,497716.java,363,373
selected,2400040.java,381,388,selected,831170.java,441,448
selected,840647.java,1088,1090,selected,293158.java,32,39
selected,1145637.java,1373,1375,selected,1145637.java,699,701
selected,2400040.java,398,405,selected,1461211.java,459,466
selected,2617107.java,745,755,selected,2084623.java,774,781
selected,30798.java,28,38,selected,648561.java,431,440
selected,730420.java,16,21,selected,2173243.java,29,36
selected,582316.java,442,450,selected,166643.java,760,769
selected,2512558.java,27,33,selected,1884712.java,95,101
selected,2343688.java,219,226,selected,1712367.java,382,392
selected,2623593.java,152,158,selected,2316374.java,1237,1246
selected,582316.java,442,450,selected,545492.java,126,133
selected,1838762.java,74,81,selected,597225.java,71,76
selected,1245213.java,988,995,default,122700.java,73,82
selected,1459913.java,127,132,selected,2176220.java,75,81
selected,2396794.java,367,374,selected,93071.java,254,256
selected,2343688.java,207,214,selected,644987.java,91,101
selected,1838762.java,83,90,selected,2283136.java,466,478
selected,1573324.java,52,60,selected,965984.java,80,89
selected,1838762.java,74,81,selected,496368.java,21,27
selected,2162368.java,9,22,default,60516.java,30,44
selected,2525595.java,44,51,selected,557017.java,142,149
selected,96367.java,17,21,selected,386351.java,7,14
selected,582316.java,442,450,selected,1163731.java,282,292
selected,1145637.java,1365,1367,selected,1145637.java,711,713
selected,891111.java,1010,1018,default,60868.java,131,139
selected,994393.java,149,153,selected,845591.java,25,29
selected,209474.java,31,37,selected,1236354.java,52,58
selected,2343688.java,219,226,selected,522719.java,336,346
selected,1145637.java,1425,1427,selected,1145637.java,1159,1161
selected,2636968.java,187,195,selected,127068.java,1695,1704
selected,2024029.java,499,505,selected,778264.java,359,368
selected,1925989.java,64,72,selected,670237.java,113,123
selected,2636968.java,468,476,selected,594135.java,735,743
selected,1145637.java,1465,1467,selected,1145637.java,856,858
selected,1905620.java,359,365,selected,45530.java,65,73
selected,2439312.java,48,51,selected,1835616.java,268,272
selected,2547085.java,996,999,selected,2547085.java,742,745
selected,2587973.java,189,197,selected,127068.java,967,976
selected,1500609.java,929,934,default,62509.java,108,113
selected,1874154.java,36,43,selected,706168.java,21,28
selected,1145637.java,1413,1415,selected,1145637.java,816,818
selected,2038435.java,176,185,selected,2722153.java,167,172
selected,1838762.java,83,90,selected,1580574.java,37,44
selected,891111.java,379,386,selected,497400.java,281,287
selected,713062.java,302,308,selected,2265979.java,120,130
selected,1838762.java,83,90,default,135094.java,126,130
selected,891111.java,1010,1018,selected,1410740.java,95,103
